band,barrier_free,capacity,card,charter,child,course,credit_card,english,free_drink,free_food,horigotatsu,karaoke,ktai_coupon,lat,lng,lunch,midnight,non_smoking,parking,party_capacity,pet,private_room,show,tatami,tv,wifi,budget.code,genre.code,large_area.code,large_service_area.code,middle_area.code,service_area.code,small_area.code
0,0,74,1,0,2,0,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,0,0,0,34.98700555,135.7591564,1,0,2,1,30,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,46,1,0,2,0,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,0,0,0,0,1,34.98940523,135.7573206,0,0,2,0,46,0,0,0,0,0,0,3500,中華,Z022,SS20,Y435,SA22,X434
0,0,24,0,0,2,1,,1,1,1,0,0,1,34.99583061,135.7452093,1,0,2,0,,0,0,0,0,0,1,,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,0,24,1,0,0,0,"[V,M,A,D,J]",0,0,0,0,0,1,34.98610841,135.7582854,0,0,2,0,24,0,0,0,0,0,未確認,3500,和食,Z022,SS20,Y435,SA22,X434
0,0,70,1,0,2,1,"[V,M,A,D,J,G]",1,1,0,0,0,0,34.98820958,135.7593511,1,0,2,1,16,0,0,0,0,0,0,1750,和食,Z022,SS20,Y435,SA22,X434
0,0,35,1,1,2,1,"[V,M,A,D,J]",0,0,0,0,1,1,34.98070633,135.7619078,0,0,1,0,50,0,1,0,0,1,0,3500,韓国料理,Z022,SS20,Y435,SA22,X434
0,0,34,1,1,0,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,0,34.98938474,135.7599735,0,1,2,0,34,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,75,1,0,2,1,"[V,M,A,D,J]",0,1,0,1,0,0,34.98221722,135.7595632,1,0,0,0,34,0,1,0,0,1,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,46,1,1,1,1,"[V,M,A,D,J,G]",0,1,0,1,0,1,34.98914047,135.7540757,1,0,1,0,23,0,1,0,0,0,1,6000,和食,Z022,SS20,Y435,SA22,X434
0,0,200,1,0,2,1,"[V,M,A,D,J,G]",0,1,0,0,0,0,34.99383265,135.7517085,1,0,2,0,200,0,1,0,0,0,0,4500,和食,Z022,SS20,Y435,SA22,X434
0,0,55,1,1,0,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98778546,135.7591214,1,0,1,0,60,0,0,0,0,1,1,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,20,1,1,0,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,0,0,34.98949445,135.7600182,1,1,1,0,20,0,0,0,0,0,1,2500,韓国料理,Z022,SS20,Y435,SA22,X434
0,1,28,1,0,2,0,"[V,M,A,D,J]",1,0,0,0,0,0,34.98914752,135.7586541,1,0,2,0,28,0,0,0,0,0,1,1250,ラーメン,Z022,SS20,Y435,SA22,X434
0,0,36,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.99492299,135.75948,0,0,0,0,36,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,18,1,0,1,1,"[V,M,A,D,J]",1,0,0,0,0,0,34.98607366,135.7570513,1,0,2,1,,0,0,0,0,0,0,4500,和食,Z022,SS20,Y435,SA22,X434
0,0,100,1,0,2,1,"[V,M,A,J]",1,1,0,1,0,1,34.97965328,135.7570274,1,0,2,1,25,0,0,0,1,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,255,1,0,2,1,"[V,M,A,D,J,G]",1,1,1,1,0,0,34.9859296,135.7607666,1,0,2,0,58,0,1,0,0,0,1,3500,和食,Z022,SS20,Y435,SA22,X434
0,0,80,1,1,2,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.9818461,135.7574939,0,1,2,1,40,0,0,0,0,0,1,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,32,1,0,1,1,"[V,M,D,J]",1,1,0,0,0,0,34.98313521,135.749571,1,1,0,0,30,0,1,0,0,1,0,2500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,132,1,1,2,1,"[V,M,G]",0,1,1,0,0,1,34.98346593,135.7583577,1,0,2,0,132,0,0,0,0,0,0,,創作料理,Z022,SS20,Y435,SA22,X434
0,1,80,1,1,2,1,"[V,M,A,D,J,G]",0,1,1,0,0,0,34.98813097,135.758933,1,0,2,1,80,0,0,0,0,0,1,2500,和食,Z022,SS20,Y435,SA22,X434
0,0,60,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,34.98894728,135.7594841,0,1,2,0,70,0,0,0,0,0,0,1750,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,26,1,1,1,1,"[V,M]",0,1,0,0,0,0,34.98209168,135.7599232,0,0,0,0,28,0,0,0,0,0,未確認,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,76,1,0,1,1,"[V,M,A,D,J]",0,1,0,1,0,0,34.98284215,135.7598937,0,1,2,0,50,0,0,0,0,0,未確認,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,136,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,1,0,0,0,34.98688977,135.7609021,0,0,1,0,60,0,0,0,0,0,1,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,60,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98908304,135.7570251,1,0,2,0,20,0,0,0,0,0,0,2500,お好み焼き・もんじゃ,Z022,SS20,Y435,SA22,X434
0,0,49,1,0,0,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",0,0,0,0,0,0,34.98680131,135.7551831,1,0,2,0,49,0,0,0,0,0,未確認,1250,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,0,19,1,0,1,1,"[V,M,A,J]",0,0,0,0,0,0,34.99286318,135.7458007,0,1,0,0,19,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,67,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,1,0,0,0,34.98777436,135.7594188,0,0,2,0,28,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,64,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98946337,135.7609639,0,0,2,0,50,0,0,0,0,1,0,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,55,1,1,1,1,"[V,M]",1,1,1,0,0,0,34.98938605,135.7565651,0,0,0,0,45,0,0,0,0,0,0,3500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,0,56,1,0,1,1,"[V,M,A,D,J]",0,1,0,1,0,0,34.98958558,135.7611845,1,0,2,0,18,0,1,0,0,0,0,3500,和食,Z022,SS20,Y435,SA22,X434
0,0,20,1,1,1,1,"[V,M,A,J]",1,1,0,0,0,0,34.98705401,135.7646509,1,0,0,0,20,0,0,0,0,0,0,2500,韓国料理,Z022,SS20,Y435,SA22,X434
0,0,153,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,1,0,0,0,34.98686755,135.7608746,0,0,1,0,40,0,0,0,0,0,1,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,250,1,1,2,1,"[V,M,A,D,J,G]",1,1,0,1,0,0,34.98787076,135.7604518,0,0,2,0,100,0,1,0,0,0,1,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,40,1,1,2,1,"[V,M,A,D,J,G]",1,1,0,0,0,0,34.98277398,135.7546314,1,0,0,1,50,0,0,0,0,0,0,2500,お好み焼き・もんじゃ,Z022,SS20,Y435,SA22,X434
0,0,80,1,1,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,0,0,1,34.98395304,135.7557165,1,0,2,1,44,0,1,0,0,0,未確認,3500,和食,Z022,SS20,Y435,SA22,X434
0,0,80,1,1,1,1,"[V,M,A,D,J,G]",0,1,0,1,0,0,34.98181313,135.7609372,0,0,0,0,45,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,18,0,0,1,1,,0,1,0,0,0,1,34.99069544,135.7604409,1,0,2,0,18,0,0,0,0,0,0,6000,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,45,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98914285,135.7609328,1,0,2,0,45,0,0,0,0,0,1,2500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,0,40,0,1,2,1,,0,0,0,0,0,0,34.99659258,135.7501224,1,0,2,0,96,0,0,0,0,0,0,2500,中華,Z022,SS20,Y435,SA22,X434
0,0,174,1,1,2,1,"[V,M,A,J]",0,1,1,1,0,0,34.98361785,135.7579799,0,0,0,0,60,0,1,0,1,0,未確認,3500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,0,63,1,0,1,1,"[V,M,A,D,J]",1,1,0,1,0,0,34.98936721,135.7586377,0,0,2,0,17,0,1,0,0,0,0,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,28,1,0,2,1,"[A,J]",1,0,0,0,0,0,34.98767269,135.7588372,1,0,2,0,30,0,0,0,0,0,0,2500,お好み焼き・もんじゃ,Z022,SS20,Y435,SA22,X434
0,0,42,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98936275,135.7577856,0,0,2,0,14,0,1,0,0,0,0,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,60,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,34.98823817,135.7586036,1,1,2,0,60,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,20,0,0,1,1,,0,0,0,0,0,1,34.98909178,135.7505971,1,0,2,1,20,0,1,0,0,0,未確認,8500,和食,Z022,SS20,Y435,SA22,X434
0,0,49,1,0,0,1,"[V,M,A,J]",0,1,0,0,0,0,34.98380926,135.7595367,0,1,2,0,2,0,0,0,0,0,1,1750,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,1,134,1,0,1,1,"[V,A,D,J]",1,1,0,0,0,0,34.98378029,135.7559137,1,0,2,1,50,0,1,0,0,0,0,6000,中華,Z022,SS20,Y435,SA22,X434
0,0,154,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,0,0,34.98682256,135.7608837,0,0,1,0,48,0,0,0,0,0,1,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,31,1,1,2,1,"[V,M,D,J]",1,1,0,0,0,0,34.9893733,135.7574795,0,0,0,0,22,0,0,0,1,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,84,1,1,1,1,"[V,M,A,D,J,G]",1,1,0,1,0,0,34.98812705,135.7576684,0,0,2,0,45,0,1,0,0,0,1,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,314,1,1,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,1,0,0,34.9870042,135.7608951,1,0,2,0,80,0,1,0,1,1,1,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,51,1,1,1,0,"[V,M,A,D,J]",0,1,0,0,0,1,34.98457965,135.7562151,1,0,2,0,24,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,27,1,0,1,1,"[V,M,A,D,J,G]",1,1,0,0,0,1,34.98381508,135.7591271,0,0,2,0,27,0,0,0,0,0,1,2500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,1,88,1,1,2,1,"[V,M,A,J,G]",1,1,1,0,0,0,34.98289425,135.7548083,1,0,2,1,60,0,0,0,0,0,1,2500,和食,Z022,SS20,Y435,SA22,X434
0,0,50,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98756188,135.7593494,1,0,2,0,20,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,38,1,0,1,1,"[V,M,J]",0,1,0,1,0,0,34.98941537,135.763034,1,1,0,0,20,0,1,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,175,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,1,0,0,0,34.98695171,135.7608629,0,0,1,0,54,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,31,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98941544,135.7662507,0,0,0,0,28,0,0,0,1,0,未確認,3500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,0,12,1,1,0,0,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,0,34.99435086,135.7490131,0,0,0,0,16,0,0,0,0,1,1,2500,バー・カクテル,Z022,SS20,Y435,SA22,X434
0,0,38,1,0,1,1,"[V,M,A,D,J]",0,1,0,1,0,0,34.98290244,135.7605575,1,0,2,0,16,0,1,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,1,49,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98452882,135.7563251,1,0,2,0,30,0,0,0,0,0,1,1750,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,60,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98777353,135.7595211,1,0,0,0,60,0,0,0,0,0,0,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,26,1,1,1,1,"[V,M]",1,0,0,0,0,0,34.98729708,135.7547545,0,0,0,0,26,0,0,0,0,0,未確認,3500,焼肉・ホルモン,Z022,SS20,Y435,SA22,X434
0,0,22,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,34.98914007,135.7609909,1,0,2,0,22,0,0,0,0,0,0,3500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,0,32,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,0,34.98181396,135.7609892,0,0,0,0,25,0,1,0,1,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,32,1,1,0,1,"[V,M,A,D,J]",0,1,0,0,0,0,34.98939129,135.7551417,0,0,2,0,20,0,0,0,0,1,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,163,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,0,0,34.98691671,135.7609165,1,0,1,0,41,0,0,0,0,0,1,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,1,56,1,1,2,1,"[V,M,A,D,J]",1,1,0,1,0,0,34.98185836,135.7591538,0,1,2,0,50,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,40,1,1,1,1,"[V,M,J]",1,1,0,0,0,0,34.98688007,135.7618606,0,0,2,0,50,0,1,0,0,0,1,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,64,1,1,1,1,"[V,M]",0,1,0,1,0,1,34.98180895,135.7605773,0,1,2,0,,0,1,0,0,0,未確認,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,46,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,1,0,1,34.98461908,135.7561506,1,0,2,0,20,0,0,0,0,0,1,4500,居酒屋,Z022,SS20,Y435,SA22,X434
0,1,20,1,0,1,0,"[V,M,A,D,J]",1,0,0,0,0,1,34.98273748,135.7495807,0,0,2,0,20,0,0,0,0,0,1,4500,各国料理,Z022,SS20,Y435,SA22,X434
0,1,20,1,0,1,0,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,1,34.98742158,135.7577968,1,0,2,1,20,0,0,0,0,0,1,6000,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,36,1,0,0,0,"[V,M,A,D,J,G]",1,1,0,0,0,1,34.98742158,135.7577968,0,1,0,0,36,0,0,0,0,0,未確認,2500,バー・カクテル,Z022,SS20,Y435,SA22,X434
0,0,75,1,1,1,0,"[V,M,A,D,J]",1,1,0,0,0,1,34.9873971,135.7562686,1,0,2,0,80,0,0,0,0,0,0,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,7,0,0,1,0,,1,0,0,0,0,0,34.98129226,135.7569443,0,0,2,1,,0,0,0,0,0,1,500,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,0,33,1,0,0,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98797366,135.7545262,1,0,2,0,12,0,0,0,0,0,0,6000,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,60,1,0,1,0,"[V,M,J]",0,0,0,0,0,1,34.98420259,135.7614571,1,0,2,0,40,0,0,0,0,0,未確認,1750,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,1,32,1,1,2,0,"[V,M,A,D,J]",1,0,0,0,0,1,34.98945296,135.7433258,1,0,2,0,28,0,0,0,0,0,0,1750,洋食,Z022,SS20,Y435,SA22,X434
0,0,66,1,0,2,1,"[V,M,A,J]",1,1,0,0,0,1,34.98794878,135.7594322,1,0,2,1,,0,0,0,0,0,1,1750,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,32,1,0,1,0,"[V,M,A]",0,0,0,0,0,1,34.98673502,135.7587992,1,0,2,0,,0,0,0,0,0,未確認,1750,洋食,Z022,SS20,Y435,SA22,X434
0,0,108,1,0,1,0,"[V,M,J]",1,1,1,0,0,1,34.98742328,135.7591422,1,0,2,0,100,0,0,0,0,0,0,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,1,50,1,0,2,1,"[V,M,A,D,J]",1,0,0,0,0,1,34.98577231,135.7573085,1,0,2,1,15,0,0,0,0,0,0,2500,和食,Z022,SS20,Y435,SA22,X434
1,1,37,1,0,2,1,"[V,M]",1,0,0,0,0,1,34.98454047,135.755411,0,0,0,0,50,0,0,0,0,1,1,1750,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,18,1,0,1,0,"[V,M,A,D,J]",0,1,0,0,0,1,34.98739707,135.7548962,0,1,0,0,18,0,0,0,0,0,0,2500,バー・カクテル,Z022,SS20,Y435,SA22,X434
0,1,66,1,0,2,1,"[V,M,A,D,J]",0,0,0,0,0,1,34.98821096,135.7589716,1,0,2,1,66,0,0,0,0,0,0,1750,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,0,52,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98727903,135.7550356,1,0,2,0,40,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,22,0,0,0,0,,0,0,0,0,0,1,34.9862835,135.7510563,0,0,1,0,22,0,0,0,0,0,未確認,1250,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,1,112,1,0,2,1,"[V,M,A,D,J,G]",0,0,1,0,0,1,34.98742158,135.7577968,1,0,2,1,112,0,0,0,0,0,1,3500,創作料理,Z022,SS20,Y435,SA22,X434
0,0,52,1,0,2,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,0,1,34.98279677,135.754983,0,0,2,0,,0,0,0,0,0,1,3500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,50,1,1,1,1,"[V,M,A,D,J,G]",1,1,0,0,0,1,34.98485168,135.7495723,1,0,2,1,50,1,0,0,0,1,1,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,6,0,0,0,0,,0,0,0,0,0,1,34.98900636,135.7441426,0,0,2,1,,0,0,0,0,0,未確認,3500,カフェ・スイーツ,Z022,SS20,Y435,SA22,X434
0,0,63,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,1,34.98913145,135.7603198,1,1,0,0,,0,0,1,0,0,1,1750,居酒屋,Z022,SS20,Y435,SA22,X434
0,1,12,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,1,34.98742158,135.7577968,1,0,2,1,12,0,0,0,0,0,1,8500,洋食,Z022,SS20,Y435,SA22,X434
0,0,65,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,34.98692543,135.7534808,1,0,2,0,44,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,50,1,0,1,1,"[V,M,J]",1,1,0,1,0,1,34.98727901,135.7540277,1,0,0,0,30,0,0,0,0,0,未確認,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,66,1,0,1,0,"[V,M,A,D,J]",0,0,0,0,0,1,34.98470389,135.7600903,0,0,2,0,66,0,0,0,0,0,未確認,2500,和食,Z022,SS20,Y435,SA22,X434
0,1,60,1,0,2,1,"[V,M,D,J]",1,1,1,0,0,1,34.98653231,135.7607504,1,0,2,1,30,0,1,0,0,0,1,2500,和食,Z022,SS20,Y435,SA22,X434
0,0,32,0,0,1,0,,0,0,0,0,0,1,34.98942742,135.7558916,1,0,2,0,32,0,0,0,0,0,1,1750,和食,Z022,SS20,Y435,SA22,X434
0,1,74,1,0,2,0,"[V,A,D,J]",1,1,0,0,0,1,34.98585098,135.7602197,1,0,2,1,65,0,0,0,0,0,未確認,2500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,1,74,1,0,2,1,"[V,M,A,D,J,G]",1,1,0,0,0,1,34.98594507,135.757273,1,0,2,1,14,0,0,0,0,0,未確認,4500,和食,Z022,SS20,Y435,SA22,X434
0,0,30,1,1,2,1,"[V,M,J]",1,1,0,0,0,1,34.98267773,135.7599606,0,0,2,0,18,0,0,0,1,1,0,2500,韓国料理,Z022,SS20,Y435,SA22,X434
0,1,138,1,0,1,0,"[V,A,D,J]",1,0,0,0,0,1,34.98378029,135.7559137,1,0,2,1,138,0,0,0,0,0,未確認,3500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,19,0,0,2,0,,0,0,0,0,0,1,34.98810261,135.7576054,1,0,2,0,19,0,0,0,0,0,1,1750,ラーメン,Z022,SS20,Y435,SA22,X434
0,0,16,1,0,2,1,"[V,M,A,D,J]",0,1,0,0,1,1,34.98896533,135.7594941,0,1,2,0,15,0,0,0,0,1,0,1750,カラオケ・パーティー,Z022,SS20,Y435,SA22,X434
0,0,116,1,0,2,0,"[V,M,D,J]",1,1,0,0,0,1,34.98586404,135.7602197,1,1,1,1,40,0,0,1,0,0,未確認,4500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,0,112,1,1,2,1,"[V,M,A,D,J]",1,1,1,0,0,0,34.98708214,135.7442688,1,0,2,0,112,0,0,0,0,0,1,2500,洋食,Z022,SS20,Y435,SA22,X434
0,0,30,1,1,0,1,"[V,M,A,J]",0,0,0,0,0,1,34.98423489,135.7532653,1,0,未確認,0,50,0,0,0,0,0,未確認,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,79,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,34.98270565,135.7545747,1,0,2,1,79,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,40,1,0,1,0,"[V,M,A,D,J]",1,0,0,0,0,1,34.98597039,135.758947,1,0,2,0,40,0,0,0,0,0,0,1750,和食,Z022,SS20,Y435,SA22,X434
0,0,50,1,1,2,1,"[V,M,D,J]",0,1,0,0,0,1,34.9890223,135.7604931,1,0,1,0,70,0,0,0,0,0,1,3500,洋食,Z022,SS20,Y435,SA22,X434
0,0,25,0,0,1,0,,0,0,0,0,0,1,34.9893315,135.7518686,0,1,0,0,30,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,120,1,0,1,0,"[V,M,D,J]",0,1,0,0,0,0,34.98647454,135.7608188,0,0,2,1,120,0,0,0,0,0,0,6000,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,50,1,0,1,1,"[V,M,A,J,G]",1,1,0,0,0,1,34.98817042,135.7592225,1,0,1,1,10,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,33,1,0,2,1,"[V,M,A,J,G]",0,1,1,0,0,1,34.98939421,135.7608523,0,1,0,0,40,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,44,1,0,1,0,[V],1,1,0,0,0,1,34.98822288,135.7579359,0,1,0,0,30,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,42,1,0,2,0,"[V,M,A,D]",0,0,0,0,0,1,34.98598175,135.7579521,1,0,0,0,42,0,0,0,0,0,0,2500,和食,Z022,SS20,Y435,SA22,X434
0,0,51,0,1,2,1,,0,1,1,0,0,1,34.98777967,135.7492686,1,0,2,1,51,0,1,0,1,0,0,1750,和食,Z022,SS20,Y435,SA22,X434
0,0,123,1,1,2,0,"[V,M,A,D,J]",0,1,0,0,0,1,34.98366736,135.760803,1,0,2,0,30,0,1,0,0,0,1,3500,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,54,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,34.98417788,135.7617682,1,0,2,0,50,0,0,0,0,0,1,1750,ダイニングバー・バル,Z022,SS20,Y435,SA22,X434
0,1,26,1,0,2,1,"[V,M,A,D,J]",0,0,0,0,0,1,34.98391931,135.7623826,1,0,2,1,26,0,0,0,0,0,0,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,50,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,34.98625857,135.7541766,1,0,2,0,30,0,1,0,0,0,1,3500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
0,0,48,1,0,2,1,"[V,M,A,J]",0,1,0,0,0,1,34.98818346,135.7588044,1,0,2,1,12,0,0,0,0,0,0,1750,韓国料理,Z022,SS20,Y435,SA22,X434
0,1,17,0,0,1,0,,1,0,0,0,0,1,34.98571373,135.7581851,1,0,2,0,17,0,0,0,0,0,1,1750,ラーメン,Z022,SS20,Y435,SA22,X434
0,0,25,0,0,1,0,,1,0,0,0,0,1,34.98938573,135.7548297,0,1,0,0,30,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y435,SA22,X434
0,0,100,1,0,1,0,"[V,M,A,D,J,G]",0,1,0,1,0,1,34.98657158,135.7536255,1,0,1,0,80,0,1,0,1,1,未確認,3500,和食,Z022,SS20,Y435,SA22,X434
0,1,200,1,0,1,0,"[V,A,D,J]",1,1,1,0,0,1,34.98378029,135.7559137,1,0,2,1,50,0,0,0,0,0,1,6000,創作料理,Z022,SS20,Y435,SA22,X434
0,1,68,1,0,2,0,"[V,M,A,J,G]",1,0,0,0,0,1,34.98814402,135.7588044,1,0,2,1,68,0,0,0,0,0,1,1750,洋食,Z022,SS20,Y435,SA22,X434
0,0,52,1,0,2,0,"[V,M,A,D,J]",0,0,0,0,0,1,34.98689918,135.7593833,1,0,0,0,52,0,0,0,0,0,0,1750,和食,Z022,SS20,Y435,SA22,X434
0,0,50,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,0,0,1,35.00364228,135.7599024,1,0,2,1,50,0,0,0,0,0,0,2500,お好み焼き・もんじゃ,Z022,SS20,Y435,SA22,X434
0,0,50,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.98598184,135.7616673,1,0,2,0,50,0,0,0,0,0,0,4500,イタリアン・フレンチ,Z022,SS20,Y435,SA22,X434
